country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Austria,2011,male,55-74 years,276,855700,32.25,Austria2011,0.8809999999999999,"431,120,310,089",53923,Boomers
Austria,2011,male,35-54 years,336,1292255,26.0,Austria2011,0.8809999999999999,"431,120,310,089",53923,Generation X
Austria,2011,male,25-34 years,97,546027,17.76,Austria2011,0.8809999999999999,"431,120,310,089",53923,Millenials
Austria,2011,female,75+ years,58,431128,13.45,Austria2011,0.8809999999999999,"431,120,310,089",53923,Silent
Austria,2011,male,15-24 years,67,518095,12.93,Austria2011,0.8809999999999999,"431,120,310,089",53923,Millenials
Austria,2011,female,55-74 years,113,942311,11.99,Austria2011,0.8809999999999999,"431,120,310,089",53923,Boomers
Austria,2011,female,35-54 years,95,1288452,7.37,Austria2011,0.8809999999999999,"431,120,310,089",53923,Generation X
Austria,2011,female,15-24 years,23,498172,4.62,Austria2011,0.8809999999999999,"431,120,310,089",53923,Millenials
Austria,2011,female,25-34 years,23,542031,4.24,Austria2011,0.8809999999999999,"431,120,310,089",53923,Millenials
Austria,2011,male,5-14 years,3,428198,0.7,Austria2011,0.8809999999999999,"431,120,310,089",53923,Generation Z
Austria,2011,female,5-14 years,1,407570,0.25,Austria2011,0.8809999999999999,"431,120,310,089",53923,Generation Z
Austria,2012,male,75+ years,189,250032,75.59,Austria2012,0.884,"409,425,234,155",50979,Silent
Austria,2012,male,55-74 years,298,874391,34.08,Austria2012,0.884,"409,425,234,155",50979,Boomers
Austria,2012,male,35-54 years,332,1286522,25.81,Austria2012,0.884,"409,425,234,155",50979,Generation X
Austria,2012,male,25-34 years,99,553047,17.9,Austria2012,0.884,"409,425,234,155",50979,Millenials
Austria,2012,female,75+ years,76,430436,17.66,Austria2012,0.884,"409,425,234,155",50979,Silent
Austria,2012,male,15-24 years,66,519503,12.7,Austria2012,0.884,"409,425,234,155",50979,Millenials
Austria,2012,female,55-74 years,99,962372,10.29,Austria2012,0.884,"409,425,234,155",50979,Boomers
Austria,2012,female,35-54 years,87,1283769,6.78,Austria2012,0.884,"409,425,234,155",50979,Generation X
Austria,2012,female,25-34 years,20,547787,3.65,Austria2012,0.884,"409,425,234,155",50979,Millenials
Austria,2012,female,15-24 years,6,497838,1.21,Austria2012,0.884,"409,425,234,155",50979,Millenials
Austria,2012,male,5-14 years,3,422849,0.71,Austria2012,0.884,"409,425,234,155",50979,Generation Z
Austria,2012,female,5-14 years,1,402730,0.25,Austria2012,0.884,"409,425,234,155",50979,Generation Z
Austria,2013,male,75+ years,221,255540,86.48,Austria2013,0.884,"430,068,712,972",53229,Silent
Austria,2013,male,55-74 years,299,893602,33.46,Austria2013,0.884,"430,068,712,972",53229,Boomers
Austria,2013,male,35-54 years,317,1282009,24.73,Austria2013,0.884,"430,068,712,972",53229,Generation X
Austria,2013,female,75+ years,64,431074,14.85,Austria2013,0.884,"430,068,712,972",53229,Silent
Austria,2013,male,25-34 years,75,563630,13.31,Austria2013,0.884,"430,068,712,972",53229,Millenials
Austria,2013,female,55-74 years,118,981829,12.02,Austria2013,0.884,"430,068,712,972",53229,Boomers
Austria,2013,male,15-24 years,54,518852,10.41,Austria2013,0.884,"430,068,712,972",53229,Millenials
Austria,2013,female,35-54 years,94,1279480,7.35,Austria2013,0.884,"430,068,712,972",53229,Generation X
Austria,2013,female,25-34 years,25,556475,4.49,Austria2013,0.884,"430,068,712,972",53229,Millenials
Austria,2013,female,15-24 years,20,496526,4.03,Austria2013,0.884,"430,068,712,972",53229,Millenials
Austria,2013,female,5-14 years,3,400256,0.75,Austria2013,0.884,"430,068,712,972",53229,Generation Z
Austria,2013,male,5-14 years,1,420342,0.24,Austria2013,0.884,"430,068,712,972",53229,Generation Z
Austria,2014,male,75+ years,206,269625,76.4,Austria2014,0.885,"441,885,415,806",54278,Silent
Austria,2014,male,55-74 years,282,906857,31.1,Austria2014,0.885,"441,885,415,806",54278,Boomers
Austria,2014,male,35-54 years,321,1280204,25.07,Austria2014,0.885,"441,885,415,806",54278,Generation X
Austria,2014,female,75+ years,77,442472,17.4,Austria2014,0.885,"441,885,415,806",54278,Silent
Austria,2014,male,25-34 years,100,576126,17.36,Austria2014,0.885,"441,885,415,806",54278,Millenials
Austria,2014,male,15-24 years,79,516580,15.29,Austria2014,0.885,"441,885,415,806",54278,Millenials
Austria,2014,female,55-74 years,108,993973,10.87,Austria2014,0.885,"441,885,415,806",54278,Boomers
Austria,2014,female,35-54 years,93,1276047,7.29,Austria2014,0.885,"441,885,415,806",54278,Generation X
Austria,2014,female,25-34 years,29,566622,5.12,Austria2014,0.885,"441,885,415,806",54278,Millenials
Austria,2014,female,15-24 years,17,493605,3.44,Austria2014,0.885,"441,885,415,806",54278,Millenials
Austria,2014,male,5-14 years,2,419646,0.48,Austria2014,0.885,"441,885,415,806",54278,Generation Z
Austria,2014,female,5-14 years,0,399408,0.0,Austria2014,0.885,"441,885,415,806",54278,Generation Z
Kyrgyzstan,2010,male,25-34 years,122,429972,28.37,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,male,75+ years,10,36816,27.16,Kyrgyzstan2010,0.634,"4,794,357,795",991,Silent
Kyrgyzstan,2010,male,35-54 years,131,597153,21.94,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,male,55-74 years,38,189553,20.05,Kyrgyzstan2010,0.634,"4,794,357,795",991,Silent
Kyrgyzstan,2010,male,15-24 years,86,597408,14.4,Kyrgyzstan2010,0.634,"4,794,357,795",991,Millenials
Kyrgyzstan,2010,female,75+ years,6,64212,9.34,Kyrgyzstan2010,0.634,"4,794,357,795",991,Silent
Kyrgyzstan,2010,female,15-24 years,40,588624,6.8,Kyrgyzstan2010,0.634,"4,794,357,795",991,Millenials
Kyrgyzstan,2010,female,55-74 years,11,240446,4.57,Kyrgyzstan2010,0.634,"4,794,357,795",991,Silent
Kyrgyzstan,2010,female,35-54 years,27,635294,4.25,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,female,25-34 years,17,424270,4.01,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,male,5-14 years,8,526711,1.52,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation Z
Kyrgyzstan,2010,female,5-14 years,4,507097,0.79,Kyrgyzstan2010,0.634,"4,794,357,795",991,Generation Z
Kyrgyzstan,2011,male,35-54 years,135,603067,22.39,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Generation X
Kyrgyzstan,2011,male,75+ years,8,37633,21.26,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Silent
Kyrgyzstan,2011,male,25-34 years,92,440462,20.89,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,male,55-74 years,36,196311,18.34,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Boomers
Kyrgyzstan,2011,male,15-24 years,82,591049,13.87,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,15-24 years,47,580711,8.09,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,75+ years,5,65298,7.66,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Silent
Kyrgyzstan,2011,female,25-34 years,18,434790,4.14,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Millenials
Kyrgyzstan,2011,female,35-54 years,24,641700,3.74,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Generation X
Kyrgyzstan,2011,female,55-74 years,9,248599,3.62,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Boomers
Kyrgyzstan,2011,male,5-14 years,10,525127,1.9,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Generation Z
Kyrgyzstan,2011,female,5-14 years,5,505791,0.99,Kyrgyzstan2011,0.639,"6,197,766,119",1273,Generation Z
Kyrgyzstan,2012,male,25-34 years,119,457076,26.04,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,male,55-74 years,48,204335,23.49,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Boomers
Kyrgyzstan,2012,male,35-54 years,141,610705,23.09,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Generation X
Kyrgyzstan,2012,male,75+ years,6,38493,15.59,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Silent
Kyrgyzstan,2012,female,75+ years,10,66672,15.0,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Silent
Kyrgyzstan,2012,male,15-24 years,73,583127,12.52,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,15-24 years,40,570274,7.01,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,35-54 years,36,648241,5.55,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Generation X
Kyrgyzstan,2012,female,25-34 years,23,451969,5.09,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Millenials
Kyrgyzstan,2012,female,55-74 years,10,258395,3.87,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Boomers
Kyrgyzstan,2012,male,5-14 years,15,531219,2.82,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Generation Z
Kyrgyzstan,2012,female,5-14 years,3,511854,0.59,Kyrgyzstan2012,0.645,"6,605,139,933",1339,Generation Z
Kyrgyzstan,2013,male,35-54 years,126,619074,20.35,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,male,55-74 years,39,214859,18.15,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,male,25-34 years,84,476515,17.63,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,15-24 years,74,575574,12.86,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,75+ years,5,39457,12.67,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Silent
Kyrgyzstan,2013,female,15-24 years,37,559784,6.61,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,female,75+ years,4,68456,5.84,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Silent
Kyrgyzstan,2013,female,25-34 years,19,472177,4.02,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Millenials
Kyrgyzstan,2013,male,5-14 years,21,539750,3.89,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2013,female,55-74 years,8,271112,2.95,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Boomers
Kyrgyzstan,2013,female,35-54 years,18,655531,2.75,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation X
Kyrgyzstan,2013,female,5-14 years,11,519911,2.12,Kyrgyzstan2013,0.652,"7,335,027,592",1463,Generation Z
Kyrgyzstan,2014,male,35-54 years,145,627231,23.12,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation X
Kyrgyzstan,2014,male,25-34 years,93,495103,18.78,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,male,55-74 years,37,226999,16.3,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Boomers
Kyrgyzstan,2014,male,75+ years,6,40660,14.76,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Silent
Kyrgyzstan,2014,male,15-24 years,61,567126,10.76,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,75+ years,4,70778,5.65,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Silent
Kyrgyzstan,2014,female,15-24 years,29,548946,5.28,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,25-34 years,22,491445,4.48,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Millenials
Kyrgyzstan,2014,female,35-54 years,29,662629,4.38,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation X
Kyrgyzstan,2014,female,55-74 years,11,285203,3.86,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Boomers
Kyrgyzstan,2014,male,5-14 years,16,550704,2.91,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation Z
Kyrgyzstan,2014,female,5-14 years,8,529606,1.51,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Generation Z
United Kingdom,2010,male,35-54 years,1444,8592781,16.8,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
United Kingdom,2010,male,25-34 years,513,4128369,12.43,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
United Kingdom,2010,male,75+ years,227,1960939,11.58,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
United Kingdom,2010,male,55-74 years,696,6171080,11.28,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
United Kingdom,2010,male,15-24 years,344,4225926,8.14,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Millenials
United Kingdom,2010,female,35-54 years,400,8788212,4.55,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
United Kingdom,2010,female,55-74 years,232,6570278,3.53,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
United Kingdom,2010,female,25-34 years,133,4012797,3.31,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
United Kingdom,2010,female,75+ years,89,2944062,3.02,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
United Kingdom,2010,female,15-24 years,106,3995780,2.65,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Millenials
United Kingdom,2010,female,5-14 years,3,3426430,0.09,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation Z
United Kingdom,2010,male,5-14 years,1,3586875,0.03,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation Z
United Kingdom,2011,male,35-54 years,1611,8617712,18.69,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation X
United Kingdom,2011,male,25-34 years,553,4222804,13.1,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
United Kingdom,2011,male,55-74 years,708,6253024,11.32,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Boomers
United Kingdom,2011,male,75+ years,207,2013814,10.28,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Silent
United Kingdom,2011,male,15-24 years,346,4236989,8.17,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
United Kingdom,2011,female,35-54 years,417,8790957,4.74,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation X
United Kingdom,2011,female,55-74 years,235,6652911,3.53,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Boomers
United Kingdom,2011,female,25-34 years,134,4094631,3.27,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
United Kingdom,2011,female,15-24 years,100,4001855,2.5,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
United Kingdom,2011,female,75+ years,70,2973876,2.35,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Silent
United Kingdom,2011,male,5-14 years,8,3594112,0.22,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation Z
United Kingdom,2011,female,5-14 years,4,3429167,0.12,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation Z
United Kingdom,2012,male,35-54 years,1587,8673006,18.3,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation X
United Kingdom,2012,male,25-34 years,597,4261254,14.01,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
United Kingdom,2012,male,55-74 years,739,6392214,11.56,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Boomers
United Kingdom,2012,male,75+ years,215,2043034,10.52,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Silent
United Kingdom,2012,male,15-24 years,364,4204765,8.66,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
United Kingdom,2012,female,35-54 years,403,8852151,4.55,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation X
United Kingdom,2012,female,25-34 years,153,4296499,3.56,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
United Kingdom,2012,female,55-74 years,211,6737405,3.13,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Boomers
United Kingdom,2012,female,75+ years,93,2976921,3.12,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Silent
United Kingdom,2012,female,15-24 years,70,4054017,1.73,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
United Kingdom,2012,male,5-14 years,10,3695552,0.27,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation Z
United Kingdom,2012,female,5-14 years,2,3521812,0.06,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation Z
United Kingdom,2013,male,35-54 years,1743,8656572,20.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
United Kingdom,2013,male,55-74 years,908,6488882,13.99,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
United Kingdom,2013,male,25-34 years,586,4320298,13.56,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
United Kingdom,2013,male,75+ years,258,2096518,12.31,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
United Kingdom,2013,male,15-24 years,331,4180873,7.92,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
United Kingdom,2013,female,35-54 years,449,8837469,5.08,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
United Kingdom,2013,female,75+ years,103,3004685,3.43,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
United Kingdom,2013,female,55-74 years,232,6839180,3.39,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
United Kingdom,2013,female,25-34 years,124,4356539,2.85,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
United Kingdom,2013,female,15-24 years,81,4017291,2.02,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
United Kingdom,2013,male,5-14 years,5,3734237,0.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
United Kingdom,2013,female,5-14 years,4,3559249,0.11,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
United Kingdom,2014,male,35-54 years,1692,8665195,19.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
United Kingdom,2014,male,25-34 years,602,4360457,13.81,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
United Kingdom,2014,male,55-74 years,827,6597480,12.54,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
United Kingdom,2014,male,75+ years,257,2158742,11.91,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
United Kingdom,2014,male,15-24 years,332,4171187,7.96,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
United Kingdom,2014,female,35-54 years,462,8850139,5.22,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
United Kingdom,2014,female,55-74 years,262,6952444,3.77,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
United Kingdom,2014,female,25-34 years,155,4388346,3.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
United Kingdom,2014,female,75+ years,83,3052672,2.72,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
United Kingdom,2014,female,15-24 years,103,3992566,2.58,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
United Kingdom,2014,male,5-14 years,7,3778321,0.19,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
United Kingdom,2014,female,5-14 years,6,3602933,0.17,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
Kazakhstan,2010,male,75+ years,72,113390,63.5,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,25-34 years,808,1310211,61.67,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,35-54 years,1118,2037599,54.87,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,55-74 years,389,810461,48.0,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,15-24 years,528,1555580,33.94,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Millenials
Kazakhstan,2010,female,75+ years,39,263531,14.8,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Silent
Kazakhstan,2010,female,15-24 years,193,1549811,12.45,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Millenials
Kazakhstan,2010,female,25-34 years,140,1332552,10.51,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation X
Kazakhstan,2010,female,55-74 years,88,1144484,7.69,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Silent
Kazakhstan,2010,female,35-54 years,160,2227790,7.18,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,5-14 years,49,1212500,4.04,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation Z
Kazakhstan,2010,female,5-14 years,25,1155258,2.16,Kazakhstan2010,0.7659999999999999,"148,047,348,241",10062,Generation Z
Kazakhstan,2011,male,25-34 years,778,1344771,57.85,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,male,75+ years,64,119954,53.35,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,male,35-54 years,1062,2062451,51.49,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation X
Kazakhstan,2011,male,55-74 years,358,831202,43.07,Kazakhstan2011,0.772,"192,626,507,972",12969,Boomers
Kazakhstan,2011,male,15-24 years,493,1526023,32.31,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,75+ years,44,273217,16.1,Kazakhstan2011,0.772,"192,626,507,972",12969,Silent
Kazakhstan,2011,female,15-24 years,171,1514356,11.29,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,25-34 years,128,1367342,9.36,Kazakhstan2011,0.772,"192,626,507,972",12969,Millenials
Kazakhstan,2011,female,35-54 years,166,2253866,7.37,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation X
Kazakhstan,2011,female,55-74 years,78,1172197,6.65,Kazakhstan2011,0.772,"192,626,507,972",12969,Boomers
Kazakhstan,2011,male,5-14 years,38,1218724,3.12,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation Z
Kazakhstan,2011,female,5-14 years,21,1169247,1.8,Kazakhstan2011,0.772,"192,626,507,972",12969,Generation Z
Kazakhstan,2012,male,25-34 years,716,1384736,51.71,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
Kazakhstan,2012,male,35-54 years,1074,2082135,51.58,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation X
Kazakhstan,2012,male,75+ years,60,129890,46.19,Kazakhstan2012,0.778,"207,998,568,866",13845,Silent
Kazakhstan,2012,male,55-74 years,368,852033,43.19,Kazakhstan2012,0.778,"207,998,568,866",13845,Boomers
Kazakhstan,2012,male,15-24 years,426,1481240,28.76,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,75+ years,40,288919,13.84,Kazakhstan2012,0.778,"207,998,568,866",13845,Silent
Kazakhstan,2012,female,15-24 years,131,1464381,8.95,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,35-54 years,181,2273726,7.96,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation X
Kazakhstan,2012,female,25-34 years,111,1407854,7.88,Kazakhstan2012,0.778,"207,998,568,866",13845,Millenials
Kazakhstan,2012,female,55-74 years,93,1198153,7.76,Kazakhstan2012,0.778,"207,998,568,866",13845,Boomers
Kazakhstan,2012,male,5-14 years,33,1261734,2.62,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation Z
Kazakhstan,2012,female,5-14 years,7,1198748,0.58,Kazakhstan2012,0.778,"207,998,568,866",13845,Generation Z
Kazakhstan,2013,male,75+ years,78,140008,55.71,Kazakhstan2013,0.785,"236,634,552,078",15552,Silent
Kazakhstan,2013,male,35-54 years,1142,2098964,54.41,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation X
Kazakhstan,2013,male,25-34 years,733,1425587,51.42,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
Kazakhstan,2013,male,55-74 years,393,878598,44.73,Kazakhstan2013,0.785,"236,634,552,078",15552,Boomers
Kazakhstan,2013,male,15-24 years,449,1429864,31.4,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,75+ years,48,307080,15.63,Kazakhstan2013,0.785,"236,634,552,078",15552,Silent
Kazakhstan,2013,female,15-24 years,182,1405609,12.95,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,25-34 years,136,1451026,9.37,Kazakhstan2013,0.785,"236,634,552,078",15552,Millenials
Kazakhstan,2013,female,35-54 years,193,2289754,8.43,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation X
Kazakhstan,2013,female,55-74 years,89,1228388,7.25,Kazakhstan2013,0.785,"236,634,552,078",15552,Boomers
Kazakhstan,2013,male,5-14 years,42,1313549,3.2,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation Z
Kazakhstan,2013,female,5-14 years,27,1246955,2.17,Kazakhstan2013,0.785,"236,634,552,078",15552,Generation Z
Kazakhstan,2014,male,35-54 years,1082,2116035,51.13,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Generation X
Kazakhstan,2014,male,75+ years,70,148578,47.11,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Silent
Kazakhstan,2014,male,25-34 years,667,1462224,45.62,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Millenials
Kazakhstan,2014,male,55-74 years,343,911127,37.65,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Boomers
Kazakhstan,2014,male,15-24 years,356,1377269,25.85,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,75+ years,47,325593,14.44,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Silent
Kazakhstan,2014,female,15-24 years,132,1344351,9.82,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,25-34 years,126,1490998,8.45,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Millenials
Kazakhstan,2014,female,35-54 years,171,2303567,7.42,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Generation X
Kazakhstan,2014,female,55-74 years,69,1263876,5.46,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Boomers
Kazakhstan,2014,male,5-14 years,38,1377917,2.76,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Generation Z
Kazakhstan,2014,female,5-14 years,18,1307309,1.38,Kazakhstan2014,0.7879999999999999,"221,415,572,820",14351,Generation Z
Turkey,2010,male,75+ years,63,841083,7.49,Turkey2010,0.738,"771,901,768,698",11525,Silent
Turkey,2010,male,35-54 years,397,9318882,4.26,Turkey2010,0.738,"771,901,768,698",11525,Generation X
Turkey,2010,male,55-74 years,175,4131848,4.24,Turkey2010,0.738,"771,901,768,698",11525,Silent
Turkey,2010,male,25-34 years,248,6363299,3.9,Turkey2010,0.738,"771,901,768,698",11525,Generation X
